numunique,time
35,0.120897
61,0.18668
72,0.21332
260,0.693351
305,0.81982
310,0.840788
198,0.550403
606,1.58246
832,2.1407
645,1.73931
587,1.54567
449,1.1847
305,0.828986
215,0.591721
213,0.582644
507,1.32816
376,1.00913
247,0.669577
442,1.15331
410,1.08159
535,1.4039
360,0.958359
206,0.675738
314,0.855466
288,0.77747
185,0.52229
135,0.39372
132,0.371468
237,0.63931
87,0.26608
63,0.198783
254,0.675288
244,0.645111
182,0.491192
195,0.522411
157,0.435918
107,0.302067
92,0.267973
88,0.251493
101,0.291036
54,0.174538
59,0.181351
48,0.156023
49,0.157495
37,0.12813
31,0.11164
36,0.120085
36,0.124394
54,0.177613
54,0.172013
20,0.081032
32,0.111399
22,0.087684
90,0.273373
27,0.098485
23,0.089168
21,0.089157
34,0.117009
50,0.160001
25,0.094507
13,0.061726
11,0.056616
98,0.278242
90,0.266791
104,0.300194
168,0.454113
146,0.401253
113,0.317606
93,0.271219
92,0.26605
79,0.23462
104,0.30894
39,0.131978
69,0.215275
51,0.168566
94,0.273444
187,0.510639
343,0.906392
353,0.941308
135,0.385484
99,0.289574
112,0.323868
78,0.2395
99,0.293141
69,0.2128
37,0.129333
49,0.158047
38,0.128882
59,0.185048
37,0.128391
39,0.129614
40,0.136877
25,0.09613
25,0.097092
15,0.068509
23,0.093696
37,0.125586
15,0.071244
50,0.158257
28,0.102723
10,0.054051
28,0.102012
18,0.075913
7,0.046999
9,0.051036
24,0.09081
13,0.068118
37,0.129703
45,0.147877
30,0.108844
22,0.085331
75,0.231836
22,0.088616
6,0.045646
11,0.060904
17,0.073868
7,0.045766
15,0.067166
18,0.073028
10,0.056826
6,0.040396
7,0.047459
5,0.038472
7,0.04798
13,0.051567
4,0.03736
2,0.0324
3,0.036338
1,0.03203
18,0.057438
3,0.036789
3,0.035847
7,0.045706
1,0.030888
6,0.042831
11,0.048661
5,0.03736
11,0.050686
6,0.04818
6,0.044613
14,0.065753
17,0.076023
25,0.098455
20,0.081373
17,0.075342
4,0.039644
6,0.043472
17,0.061055
6,0.044123
5,0.042319
22,0.085561
9,0.057158
10,0.055644
10,0.057478
18,0.076674
34,0.120757
28,0.103464
71,0.216316
127,0.359525
88,0.258245
45,0.146606
37,0.125325
34,0.118913
61,0.190298
19,0.078949
61,0.190688
26,0.093946
19,0.077065
55,0.172824
40,0.135384
45,0.145764
40,0.132559
49,0.153669
33,0.116339
9,0.054372
31,0.114846
21,0.085811
13,0.065483
14,0.065493
15,0.068919
6,0.045305
7,0.046297
5,0.040797
9,0.054863
18,0.07466
36,0.12274
26,0.09584
52,0.161644
75,0.225904
132,0.36726
383,0.984829
199,0.546737
144,0.396905
229,0.608492
207,0.567225
188,0.521419
297,0.780495
147,0.408317
63,0.196809
76,0.232536
103,0.294192
54,0.170791
45,0.252134
77,0.374884
36,0.129183
16,0.06965
34,0.121809
23,0.090981
6,0.043712
8,0.049252
11,0.056856
5,0.041398
33,0.117981
7,0.045686
14,0.064151
17,0.074099
26,0.098625
13,0.066013
15,0.068619
11,0.058119
16,0.069992
21,0.089868
16,0.070332
11,0.060002
29,0.103304
30,0.110026
9,0.050575
7,0.046497
6,0.045746
11,0.057418
15,0.068268
13,0.065683
