numunique,time
88,0.177002
85,0.1757
68,0.181711
116,0.175239
147,0.174347
154,0.176211
151,0.177423
232,0.181761
301,0.182493
249,0.177813
246,0.17539
127,0.17545
138,0.178786
116,0.179147
101,0.17557
159,0.174107
87,0.175469
98,0.17606
128,0.180018
106,0.175069
103,0.175219
45,0.175059
96,0.175279
146,0.179948
97,0.176451
133,0.182552
99,0.173947
104,0.181531
80,0.176011
142,0.176541
123,0.177263
167,0.175239
38,0.17577
44,0.174728
97,0.175279
45,0.177323
37,0.17583
52,0.177693
105,0.179917
38,0.174087
108,0.174588
50,0.175199
106,0.175199
82,0.178105
39,0.180589
95,0.179567
119,0.174788
108,0.176481
79,0.176211
70,0.174577
61,0.18131
88,0.175089
122,0.178204
93,0.176742
176,0.175119
95,0.174217
118,0.175229
254,0.178235
240,0.180058
185,0.176211
275,0.184066
415,0.178075
564,0.177814
450,0.182483
476,0.179267
493,0.176741
311,0.176051
238,0.177503
365,0.286728
197,0.178415
192,0.17547
176,0.177594
176,0.17566
187,0.178065
90,0.1753
85,0.178946
88,0.174258
90,0.174858
45,0.175619
64,0.174327
71,0.178535
85,0.174227
114,0.175589
40,0.174527
49,0.176622
41,0.174577
53,0.175179
50,0.175299
49,0.174939
49,0.17548
9,0.175259
71,0.17599
73,0.180579
62,0.174839
75,0.17584
64,0.174026
83,0.175659
39,0.18129
72,0.1813
29,0.174658
36,0.270458
25,0.1758
45,0.175189
45,0.17566
33,0.174478
18,0.173856
25,0.174618
70,0.175009
22,0.17531
24,0.176111
13,0.180288
14,0.179978
40,0.174628
9,0.180689
19,0.176832
48,0.176571
31,0.176351
1,0.179898
39,0.176401
14,0.18112
35,0.173977
100,0.177434
22,0.17588
43,0.18131
53,0.18117
52,0.177664
92,0.176903
72,0.174577
57,0.175229
31,0.181291
17,0.176672
16,0.181631
15,0.174167
16,0.178224
9,0.176551
29,0.173465
71,0.174567
18,0.176041
10,0.180219
24,0.180148
27,0.177112
13,0.174838
11,0.175339
7,0.174367
19,0.186771
6,0.181982
11,0.174788
7,0.174217
36,0.174828
27,0.175189
14,0.17562
19,0.175018
17,0.177994
14,0.173606
27,0.176081
17,0.174468
20,0.176291
18,0.180659
21,0.17583
34,0.176953
20,0.18109
11,0.174808
23,0.174648
11,0.17608
15,0.176481
14,0.174698
22,0.17575
6,0.180228
21,0.174627
13,0.174047
13,0.175028
9,0.17579
16,0.177573
8,0.17556
25,0.177263
11,0.174618
9,0.176802
11,0.176071
20,0.18155
8,0.184907
9,0.174928
14,0.180729
14,0.179376
21,0.181411
20,0.180569
4,0.181732
4,0.177203
7,0.174949
6,0.175118
13,0.175911
10,0.174488
10,0.175239
20,0.18112
39,0.267543
31,0.17609
36,0.180859
52,0.175549
72,0.176532
74,0.177133
22,0.175629
13,0.174247
13,0.179808
37,0.18077
49,0.176401
40,0.175339
59,0.174838
38,0.17577
21,0.177022
35,0.179887
25,0.174227
25,0.179517
12,0.175099
23,0.17586
15,0.175169
38,0.181441
17,0.179537
24,0.174688
7,0.176562
13,0.178335
10,0.177985
3,0.174507
46,0.176922
52,0.179828
6,0.175029
4,0.181331
10,0.174228
66,0.174868
59,0.175639
28,0.179256
51,0.178946
14,0.18075
16,0.176261
23,0.180369
47,0.178084
31,0.17576
56,0.175981
62,0.175831
83,0.17584
60,0.17555
11,0.177433
54,0.174969
9,0.180739
17,0.175008
92,0.175159
33,0.175709
9,0.175831
30,0.181521
139,0.180508
18,0.173696
14,0.176322
44,0.174247
36,0.174838
11,0.175479
64,0.180359
28,0.175529
62,0.174357
122,0.175169
64,0.175409
51,0.179878
61,0.175349
24,0.17547
16,0.180098
29,0.174488
26,0.178976
24,0.174307
6,0.175219
14,0.174778
9,0.174107
5,0.175409
7,0.174337
16,0.176381
4,0.174959
10,0.185809
4,0.181771
1,0.180509
4,0.174848
3,0.177042
4,0.175599
2,0.181841
7,0.181731
2,0.174197
1,0.171953
18,0.179167
3,0.174287
4,0.179336
1,0.183084
10,0.174738
6,0.176692
5,0.172695
2,0.175299
2,0.180849
20,0.179698
21,0.173366
13,0.181802
56,0.174628
41,0.174617
4,0.174308
9,0.17567
4,0.180479
23,0.176101
22,0.175971
12,0.187061
36,0.17576
8,0.180859
22,0.176461
10,0.175289
13,0.178986
8,0.179758
9,0.184096
39,0.178195
7,0.183555
11,0.185999
15,0.178345
8,0.178575
5,0.180138
9,0.183584
12,0.189817
6,0.180879
16,0.179147
12,0.177964
21,0.180299
18,0.190878
1,0.186099
24,0.179416
6,0.181251
41,0.179397
21,0.180088
13,0.184897
16,0.179858
16,0.18121
9,0.179887
6,0.178265
34,0.18079
13,0.183765
6,0.181
16,0.188965
2,0.180148
10,0.18108
3,0.184677
2,0.184456
4,0.18119
1,0.184867
1,0.182804
8,0.18635
5,0.179046
2,0.185718
18,0.186991
1,0.190328
2,0.177644
14,0.185798
3,0.184015
1,0.190438
1,0.180378
2,0.187041
3,0.18646
4,0.186871
1,0.185248
4,0.187021
5,0.185037
3,0.186611
4,0.19161
2,0.180298
1,0.182272
3,0.179617
18,0.185458
1,0.18624
7,0.184346
1,0.184717
2,0.186139
3,0.19712
6,0.179537
11,0.185368
1,0.182132
6,0.176902
5,0.180288
348,0.280967
198,0.176772
75,0.176552
259,0.176071
385,0.17619
196,0.175289
274,0.17553
356,0.177323
108,0.17555
60,0.174177
119,0.177543
69,0.179056
38,0.1755
36,0.182022
70,0.175299
30,0.173576
22,0.17533
21,0.176672
7,0.175299
7,0.176702
6,0.177734
8,0.178435
4,0.183565
9,0.174978
7,0.178324
1,0.185488
4,0.180058
3,0.176642
15,0.17542
5,0.179808
9,0.176201
64,0.176601
43,0.174968
61,0.175149
63,0.1757
135,0.17556
78,0.184316
136,0.176131
216,0.176141
214,0.177744
161,0.177192
135,0.176361
67,0.174848
99,0.175108
117,0.177113
84,0.17578
48,0.174357
15,0.174507
14,0.174618
10,0.179628
3,0.175019
20,0.180288
4,0.175539
3,0.179427
10,0.186761
4,0.179547
24,0.181131
2,0.178956
50,0.175259
42,0.173967
29,0.179047
56,0.17539
59,0.176782
50,0.177042
67,0.18091
58,0.176772
35,0.174868
32,0.175068
48,0.17558
50,0.176912
65,0.175941
32,0.17619
52,0.179628
99,0.181831
119,0.180629
108,0.180369
102,0.175058
150,0.17562
98,0.17591
91,0.175279
60,0.174478
50,0.177754
40,0.178926
35,0.17576
16,0.1756
37,0.181872
27,0.175609
48,0.175159
34,0.175469
23,0.176181
17,0.173926
9,0.17565
13,0.176641
6,0.179837
8,0.174638
7,0.175159
124,0.174487
96,0.174457
35,0.174438
106,0.176381
105,0.177403
80,0.176091
46,0.177072
92,0.175109
19,0.174618
26,0.175159
76,0.174017
51,0.175009
89,0.173767
161,0.175901
150,0.174558
317,0.183655
391,0.182643
414,0.285086
244,0.179568
215,0.176762
199,0.174528
229,0.18656
209,0.17597
268,0.176211
58,0.174758
106,0.180609
131,0.175048
73,0.178365
84,0.174838
53,0.179728
33,0.175069
54,0.17533
37,0.175249
67,0.179457
76,0.174839
262,0.17603
340,0.181812
385,0.175419
516,0.175199
210,0.1757
677,0.179127
709,0.17592
661,0.180589
468,0.179106
360,0.176031
265,0.177213
242,0.174638
640,0.178084
459,0.175129
240,0.183384
536,0.178195
612,0.17569
411,0.177052
246,0.176602
341,0.176021
319,0.17591
184,0.176221
159,0.18107
126,0.174668
240,0.17601
88,0.176742
91,0.179958
287,0.17602
263,0.1758
215,0.175199
202,0.182433
