allocationlistsize,time
747,0.346732
134,0.231294
37,0.211537
83,0.221166
74,0.219151
101,0.230383
1674,0.52179
37,0.215425
12,0.212419
35,0.214734
35,0.217879
95,0.225323
9,0.211408
39,0.218751
53,0.21829
46,0.22344
179,0.247675
673,0.333045
63,0.220604
127,0.231504
86,0.224021
13,0.209804
34,0.21827
313,0.267663
21,0.212148
120,0.230212
9,0.210014
110,0.228649
13,0.211107
1,0.210535
43,0.215355
1,0.210064
38,0.215394
4,0.209954
1,0.213711
6,0.209534
17,0.217398
20,0.216046
33,0.215855
22,0.218991
24,0.21312
73,0.221225
1273,0.444455
9,0.214082
6,0.209924
117,0.232867
4,0.21323
23,0.216186
15,0.210134
2,0.208662
19,0.211677
8,0.209694
57,0.219633
21,0.217799
2,0.209503
6,0.214032
3,0.209253
17,0.212119
179,0.241424
27,0.21308
421,0.291407
95,0.224401
185,0.247605
340,0.271871
49,0.222628
202,0.245681
77,0.223149
179,0.241303
254,0.26112
41,0.216767
522,0.305374
338,0.272702
1153,0.423154
781,0.358343
2218,0.721866
5294,1.39962
1422,0.478479
9491,2.16498
1481,0.48467
2405,0.657455
1650,0.520898
3008,0.973178
9307,2.1374
5474,1.42883
11650,2.5801
3424,1.04967
11442,2.53623
4669,1.27909
1542,0.496111
875,0.372639
821,0.359646
980,0.39433
150,0.236013
1974,0.574098
1838,0.550554
4375,1.23297
2001,0.581422
2896,0.944645
1634,0.51126
908,0.376497
401,0.283172
872,0.37292
259,0.257494
425,0.28765
407,0.284955
2132,0.608302
1148,0.421812
1224,0.434937
1309,0.451839
3044,1.08689
3449,1.05862
327,0.269325
1133,0.419007
245,0.2555
1335,0.454855
142,0.233298
4264,1.21383
844,0.365066
136,0.232116
2804,0.928804
427,0.288151
24,0.212449
39,0.214382
168,0.238027
56,0.218119
125,0.230172
240,0.253086
314,0.265859
31,0.213721
747,0.345609
245,0.253846
666,0.33047
55,0.21804
425,0.29288
268,0.258706
411,0.285105
1204,0.433695
64,0.220053
4209,1.19412
8300,1.96095
876,0.370376
2472,0.862079
1534,0.496853
513,0.307227
3933,1.14453
980,0.394861
270,0.259297
631,0.326914
1048,0.403117
836,0.368441
73,0.224852
1159,0.425028
568,0.313348
2031,0.584478
3272,1.01978
5234,1.37987
1007,0.394912
1575,0.502694
2346,0.646154
4293,1.213
1775,0.536999
1392,0.466807
2792,0.930778
2582,0.885814
511,0.305604
764,0.348725
1116,0.414629
5571,1.45691
922,0.378971
2776,0.923494
190,0.241704
483,0.303771
512,0.302327
375,0.277781
69,0.220695
2164,0.613122
13,0.210375
287,0.262613
17,0.222398
126,0.230212
31,0.216707
445,0.290856
353,0.273022
127,0.232166
910,0.377439
5568,1.45145
27,0.214052
117,0.229531
3890,1.13736
1506,0.489248
388,0.280868
524,0.311565
2991,0.967487
670,0.332876
236,0.252154
47,0.219262
1237,0.4365
279,0.259417
9470,2.16553
88,0.22344
430,0.288141
647,0.328527
212,0.247144
85,0.228659
378,0.278473
51,0.217579
1,0.204003
65,0.219993
2163,0.611849
16,0.211286
23,0.211938
8,0.211537
1,0.20745
90,0.225654
319,0.268664
51,0.215785
10,0.209613
6923,1.70064
132,0.236404
322,0.268555
161,0.237556
238,0.257023
737,0.343796
463,0.293151
430,0.29267
25271,5.11449
2406,0.657545
3311,1.02598
1126,0.417504
1412,0.475062
2191,0.619163
1610,0.50622
287,0.261972
1126,0.423586
611,0.321654
126,0.230823
39,0.215164
1016,0.401764
103,0.226596
216,0.248627
1359,0.461877
5501,1.44812
3128,0.99057
5704,1.47562
2602,0.885764
7408,1.91489
17037,3.59187
1899,0.560112
17498,3.65741
3986,1.16379
4541,1.25192
3203,1.00867
5564,1.45599
3432,1.04861
2467,0.864463
3302,1.02251
2141,0.611549
542,0.309882
979,0.389562
1130,0.417094
9102,2.1124
1507,0.488187
375,0.285116
307,0.266881
2314,0.638709
21281,4.36594
10838,2.43171
11431,2.55049
5577,1.45406
4556,1.25379
3821,1.12455
2565,1.03153
1993,0.577605
760,0.349366
2123,0.604275
1142,0.420099
2381,0.648428
3549,1.07848
1654,0.512082
871,0.368432
1842,0.551446
3316,1.02713
1984,0.576032
1604,0.510318
2180,0.614664
1303,0.448011
2099,0.600979
2596,0.888509
4961,1.33902
7040,1.72062
5786,1.48826
5183,1.37999
4008,1.16148
3392,1.0435
3133,0.995119
3469,1.06208
2872,0.945887
2680,0.905661
2666,0.900832
1853,0.555383
1006,0.394892
867,0.368442
1791,0.542008
1591,0.502915
2055,0.591792
6797,1.67468
18996,3.92645
22538,4.581
15849,3.34214
15609,3.29937
14542,3.11928
14414,3.07644
15406,3.2839
21402,4.37103
21231,4.36318
27111,5.41042
23197,4.88464
24150,4.85244
21006,4.29605
23867,4.83788
19428,4.00235
21492,4.41758
10714,2.39583
11389,2.53236
12654,2.75293
15661,3.32449
22037,4.50013
13690,2.96435
11356,2.53129
17692,3.70767
9235,2.12948
9196,2.11193
20605,4.22025
9700,2.2206
3996,1.16443
9128,2.10815
7851,1.87513
9313,2.13744
23471,4.73979
12293,2.71098
5578,1.44887
7219,1.76197
18374,3.82477
5322,1.40249
21124,4.32842
8269,1.96363
7840,1.87702
2950,0.960634
1413,0.471255
2516,0.881546
2348,0.646985
7264,1.76254
1259,0.439005
2465,0.867679
1971,0.57507
1718,0.526769
3834,1.13251
5365,1.41366
1459,0.481514
3226,1.00627
1586,0.504848
8106,1.92934
8172,1.94759
1220,0.435357
6394,1.59922
4652,1.27642
7748,1.85354
14154,3.05954
4725,1.28775
5750,1.49003
9373,2.16694
6320,1.59817
3599,1.08162
5238,1.3855
7577,1.81996
7900,1.87991
11033,2.47574
8740,2.05527
13225,2.8837
9237,2.13636
9448,2.17407
5298,1.39699
13207,2.86283
8778,2.04649
6525,1.62295
8330,1.97674
7810,1.87413
9031,2.08539
3827,1.12737
5756,1.48666
4333,1.2178
5789,1.49389
6750,1.67642
4525,1.25205
1054,0.403848
1948,0.570231
2582,0.883048
1443,0.475794
1228,0.434716
1795,0.539934
944,0.382207
238,0.256662
12433,2.71943
2154,0.608182
5345,1.4022
3201,1.0031
5033,1.34825
3481,1.05936
7201,1.74521
8470,1.9955
999,0.39402
3948,1.14533
733,0.343525
1556,0.499258
7998,1.90101
2200,0.619052
3916,1.14291
5530,1.44583
4656,1.27824
3593,1.07811
3423,1.0518
19811,4.1089
12087,2.67804
18072,3.7543
8933,2.07843
5928,1.52382
5230,1.38835
3492,1.06505
2310,0.640503
6090,1.55168
6584,1.63423
5734,1.48758
2530,0.878109
14978,3.20145
4993,1.34228
5616,1.46236
3240,1.01041
10835,2.55152
9664,2.20635
7867,1.88652
11345,2.52211
18413,3.81777
8192,1.94816
16904,3.63386
16611,3.49401
21539,4.39845
9115,2.11431
6469,1.61423
13687,3.03944
15132,3.23788
4075,1.18227
4178,1.19076
9876,2.25845
6903,1.70122
2155,0.614774
5914,1.51893
4034,1.17678
2745,0.919287
5988,1.53503
7331,1.78302
3329,1.02879
3338,1.02804
5596,1.46223
1680,0.519807
1402,0.467969
433,0.290285
1618,0.510539
2265,0.628821
2150,0.704984
6787,1.67545
23822,4.85209
6747,1.6755
7886,1.88829
10691,2.40005
19869,4.09835
9809,2.23006
3928,1.1505
36383,7.18147
3112,0.985911
3909,1.14524
5726,1.47818
2751,0.918325
3051,0.981063
2138,0.606359
5038,1.35439
8906,2.08257
7881,1.88074
9749,2.21876
4982,1.33792
1493,0.488057
1228,0.438453
7522,1.81876
1846,0.552567
2193,0.620656
8645,2.02247
2437,0.860416
3018,0.968579
5533,1.44551
4459,1.24396
4244,1.20253
6549,1.62968
1821,0.544553
4180,1.18828
7406,1.78892
1981,0.578406
1216,0.440126
1763,0.540305
566,0.314451
1776,0.536938
1594,0.502263
947,0.382669
320,0.267132
370,0.277381
984,0.395673
864,0.368292
1236,0.439395
912,0.379793
670,0.332885
1227,0.433414
2627,0.891524
3797,1.12704
3733,1.11091
4305,1.21183
6672,1.6499
826,0.360968
1219,0.433273
554,0.310814
12588,2.90054
787,0.355217
448,0.297629
1203,0.431691
1285,0.45227
217,0.247936
2029,0.584357
2269,0.637036
678,0.333567
479,0.297278
2208,0.618492
194,0.243738
146,0.238478
342,0.27651
292,0.263705
333,0.273374
167,0.238598
173,0.23935
349,0.273924
238,0.252784
1087,0.409258
1977,0.574519
1729,0.531197
2668,0.906262
733,0.344006
2520,0.870565
684,0.336392
466,0.296617
258,0.25534
328,0.270238
202,0.249318
212,0.249679
117,0.229521
238,0.259016
170,0.241664
1944,0.570231
351,0.273724
1261,0.442371
1759,0.535145
2791,0.928634
4832,1.30364
2816,0.928795
1985,0.576243
3506,1.0611
4132,1.18416
4004,1.16689
2817,0.93168
18929,3.91908
4846,1.30641
5865,1.49967
9906,2.2611
8427,1.98792
17420,3.65227
3857,1.12933
3335,1.03144
3490,1.06019
5169,1.37025
1251,0.44749
2314,0.63898
3509,1.0655
995,0.393609
570,0.31416
924,0.379944
5806,1.50432
2256,0.629533
478,0.296857
