allocationlistsize,time
747,1.33391
134,0.289223
37,0.119384
83,0.204814
74,0.189626
101,0.242425
1674,2.81854
37,0.118683
12,0.076003
35,0.116148
35,0.113874
95,0.211988
9,0.065373
39,0.121689
52,0.14402
46,0.134282
179,0.361619
673,1.14476
64,0.163958
127,0.270267
86,0.197952
13,0.075893
34,0.116108
313,0.567686
21,0.088917
120,0.255369
9,0.068458
110,0.238247
13,0.075962
1,0.051897
43,0.129975
1,0.052439
38,0.117301
4,0.060694
1,0.052959
6,0.063579
17,0.080992
20,0.084759
33,0.108524
22,0.089859
24,0.090891
73,0.176541
1273,2.18397
9,0.066225
6,0.063309
117,0.244519
4,0.057588
23,0.09617
15,0.084779
2,0.053852
19,0.084989
8,0.066976
57,0.146756
21,0.083757
2,0.054402
6,0.061886
3,0.055865
17,0.081072
179,0.350788
27,0.10114
421,0.754146
94,0.211979
185,0.359686
340,0.601098
49,0.135665
202,0.395643
77,0.182724
179,0.339808
254,0.479089
41,0.129974
522,0.932391
338,0.638248
1153,2.0086
782,1.36421
2218,3.87249
5295,9.12564
1420,2.42061
1481,2.53581
2402,4.08881
1650,2.79161
3006,5.29318
9425,15.8681
5474,9.39026
3386,5.82118
11443,15.2652
4668,7.68994
1542,2.64767
873,1.51431
822,1.45215
980,1.71633
150,0.321333
1976,3.3412
1838,2.91704
4376,7.48606
2001,3.41063
2900,5.07886
1636,2.78037
899,1.58278
401,0.73995
872,1.52346
259,0.498146
425,0.772871
408,0.749968
2135,3.59536
1147,1.96014
1223,2.07087
1309,2.22361
3043,5.26615
3442,6.02461
327,0.604274
1132,1.85828
537,0.956316
1335,2.28131
142,0.288973
4264,7.23177
844,1.45392
136,0.288432
2804,4.87886
426,0.778852
24,0.097313
39,0.12277
168,0.331593
56,0.147618
125,0.251062
240,0.470243
312,0.462769
32,0.107301
747,1.29081
245,0.459453
666,1.13069
55,0.148579
425,0.768954
266,0.500821
411,0.747423
1204,2.04901
64,0.164248
4209,6.12581
8301,13.0633
876,1.48681
2468,4.38658
1549,2.58499
513,0.913806
3938,6.71236
980,1.69828
270,0.482967
631,1.07299
1047,1.77261
836,1.42603
73,0.182092
1158,1.95989
569,0.934415
2030,3.44494
3271,5.6864
5229,8.80111
1006,1.74831
1576,2.69581
2344,3.97332
4293,7.355
1775,3.04896
1391,2.3808
2790,4.81635
2581,4.56227
512,0.916801
761,1.32082
1113,1.89306
5570,9.49108
918,1.59676
2775,4.88455
190,0.388179
484,0.866317
512,0.927261
375,0.690106
69,0.171622
2199,2.89818
13,0.074109
288,0.5429
17,0.082875
126,0.271029
31,0.10138
445,0.802908
353,0.639211
127,0.271781
909,1.44265
5569,9.44039
27,0.098275
117,0.251492
3896,6.67951
1506,2.52411
389,0.694173
527,0.93705
2992,5.22438
670,1.16321
236,0.448151
48,0.135745
1237,2.13732
279,0.520107
9470,15.8531
88,0.203803
430,0.767782
647,1.1294
212,0.411984
85,0.195908
378,0.680568
51,0.138189
1,0.051316
65,0.162014
2163,3.81276
16,0.085812
23,0.091251
8,0.069491
1,0.05305
90,0.198343
319,0.529705
51,0.142578
10,0.066405
6924,11.6627
131,0.269316
321,0.556846
161,0.322806
238,0.453932
733,1.10219
463,0.824279
430,0.756611
2407,4.07503
3309,5.56198
1125,1.94841
1412,2.44088
2192,3.69807
1610,2.72457
288,0.533221
1125,1.95183
611,1.08012
126,0.267022
39,0.118433
1015,1.73582
104,0.233909
216,0.42037
1358,2.31326
5500,9.1979
3133,5.48127
5849,10.0127
2598,4.6381
7413,11.9415
1899,3.27173
17508,28.6493
3984,6.92725
4576,7.9535
3202,5.63416
5554,9.52541
3430,5.98027
2464,4.37475
3306,5.76676
2133,3.61578
542,0.980131
978,1.70831
1133,1.95413
9095,12.4077
1509,2.10204
373,0.679637
307,0.571984
2313,3.89743
10836,17.8494
11405,18.9609
5577,9.4868
4556,7.84743
3819,6.6648
2569,4.53062
1993,3.44669
758,1.34145
2134,3.66301
1150,2.01354
2377,4.08541
3548,6.19066
1658,2.87984
870,1.53628
1838,3.15949
3312,5.8247
1979,3.38699
1600,2.78339
2177,3.73994
1303,2.24906
2100,3.58396
2595,4.61985
4964,8.5941
7040,11.9083
5784,9.56321
5178,8.75572
4007,6.93173
3391,5.96269
3140,5.52259
3471,6.10746
2870,5.08835
2680,4.75501
2666,4.71366
1855,3.18135
1006,1.77567
813,1.44932
1792,3.09101
1594,2.73387
2055,3.5317
6797,11.786
15848,26.4671
15458,25.9877
14553,24.4157
14420,24.1842
15409,25.8243
21395,35.7101
21235,35.4632
23162,38.7737
24122,40.0318
21042,34.971
23869,39.0659
19432,32.5864
21489,35.7754
10570,17.8747
11362,19.1846
12630,21.4021
15758,26.4936
22022,36.6957
13690,23.044
11347,19.2604
17665,29.5826
9284,15.8451
9181,15.6201
20600,34.5624
9700,16.5275
3988,7.02097
9141,15.4502
7873,13.5039
9304,15.7149
23517,39.1694
12308,20.6667
5578,9.5642
7207,12.2722
18484,27.0753
5335,8.98069
21087,34.9535
8259,13.9662
7826,13.3978
4457,7.69421
2949,5.05133
1412,2.41665
2524,4.21829
2347,3.9295
7259,12.1198
1242,2.15549
2464,4.379
1971,3.32358
1701,2.88674
3835,6.68493
5365,9.03738
1488,2.49171
3228,5.587
1591,2.73406
8066,13.6586
8173,13.604
1226,2.12724
6391,10.922
4736,8.09453
7743,13.0215
14154,23.6895
4720,8.17814
5748,9.90967
9367,15.8742
6331,10.8369
3597,6.26316
5237,8.65225
7592,12.9227
7899,12.1917
11027,18.4715
8732,14.7386
13224,22.176
9230,15.6423
9458,15.9591
5304,9.07338
13204,22.2334
8778,14.933
6525,11.1495
8340,14.0431
7814,13.2821
9033,15.2262
3742,6.46245
5734,9.72238
4336,7.48233
5710,9.74123
6764,11.413
4646,7.87098
1052,1.84266
1946,3.15083
2579,4.50174
1443,2.45061
1229,2.10614
1794,3.04447
945,1.65411
266,0.506952
12433,20.5784
2153,3.62733
5347,9.03833
3199,5.57724
5031,8.58763
3480,6.00071
7199,12.1134
8472,14.2537
1010,1.77303
3948,6.80767
729,1.29436
1555,2.65463
7995,13.427
2203,3.76511
3920,6.8581
5546,9.51812
4653,8.00398
3573,6.29176
3321,5.79206
19827,32.6995
12098,20.3173
18082,30.0456
8934,15.3043
5937,10.1292
5222,8.94937
3543,6.19513
2315,3.93945
6106,10.4074
6585,11.2429
5737,9.67252
2534,4.5301
14849,24.8056
5007,8.63707
5637,9.72507
3241,5.72825
10847,18.3114
9714,16.3278
7805,13.2365
11350,19.0351
8230,13.982
17234,28.789
16647,27.7109
21788,36.2958
9099,15.4076
6475,11.0639
13825,23.2855
15127,25.2352
4067,7.14269
4173,7.27081
9884,16.7315
6902,11.776
2168,3.74003
5949,10.0963
4028,7.06322
2730,4.84694
6033,10.2758
7292,12.3949
3321,5.86179
3323,5.84926
5629,9.68321
1742,3.04255
1392,2.42752
440,0.840529
1613,2.7851
2248,3.86795
2148,3.77062
6820,11.4005
23772,39.3317
6787,11.4948
7900,13.3565
10653,18.0136
19842,33.191
9833,16.6017
3883,6.79821
3115,5.50783
3890,6.82717
5712,9.826
2765,4.93874
3053,5.43895
2199,3.78508
4946,7.90929
8879,14.8772
8094,13.7115
9725,16.3827
4953,8.60017
1487,2.58056
1222,2.15397
7520,12.8186
1834,3.18805
2179,3.73298
8710,14.7478
2433,4.36255
3125,5.53751
5529,9.52012
4449,7.76003
4225,7.32175
6525,11.3232
1816,3.1562
4154,7.21584
7334,12.4876
1987,3.431
1202,2.11227
1757,3.07253
607,1.13336
1771,3.10752
1611,2.83209
946,1.67306
319,0.626487
372,0.696759
983,1.72501
864,1.49897
1215,2.08628
912,1.58718
670,1.20742
1221,2.123
2619,4.64751
3796,6.5387
3737,6.47928
4304,7.41479
6675,11.2663
822,1.45481
1221,2.09824
552,1.00732
12583,21.2602
786,1.39394
447,0.829689
1202,2.09041
1281,2.19955
216,0.434526
1973,3.33947
2263,3.80613
676,1.20473
479,0.868451
2210,3.74536
196,0.396956
147,0.313779
341,0.639
289,0.557497
377,0.700656
167,0.347893
173,0.353764
348,0.647376
238,0.466737
1088,1.86086
1975,3.37136
1724,2.92842
2661,4.68801
735,1.29498
2520,4.45308
685,1.21865
464,0.831041
256,0.4949
327,0.620555
202,0.405431
271,0.520608
117,0.254358
239,0.46321
174,0.359114
1943,3.2787
350,0.658156
1259,2.16459
1754,2.99037
2789,4.95166
4826,8.33591
2813,4.94809
1980,3.38418
3506,6.09781
4157,7.23039
3992,6.91213
2814,4.98125
18921,31.7132
4840,8.34301
5856,10.0007
9883,16.6399
8425,14.2047
17432,29.2239
8737,14.8369
3845,6.72761
3351,5.93513
3499,6.11242
5146,8.82185
1292,2.24587
2309,3.94827
3514,6.13631
935,1.65093
569,1.02993
923,1.61972
5762,9.90711
2257,3.84178
477,0.876116
3410,5.93672
495,0.904539
320,0.608382
466,0.854945
561,0.99601
183,0.368863
89,0.213691
114,0.256271
266,0.504127
151,0.323617
267,0.507133
933,1.65208
962,1.69767
1408,2.44907
718,1.27954
503,0.924816
1028,1.80473
1283,2.21674
907,1.60559
355,0.677052
2733,4.87472
970,1.70832
2736,4.80581
133,0.294533
316,0.610857
296,0.568567
235,0.47393
133,0.285386
70,0.183624
214,0.434035
178,0.363383
177,0.364445
122,0.266972
255,0.499609
589,1.06092
263,0.508946
53,0.155251
129,0.277211
212,0.422824
94,0.221787
247,0.477857
327,0.604636
71,0.174958
42,0.124273
15,0.080671
222,0.4259
70,0.166513
603,1.05255
94,0.218941
16,0.078748
45,0.130905
