idx,time
0,0.123002
1,0.00200582
2,0.00252597
3,0.00191642
4,0.00196148
5,0.00184612
6,0.00196287
7,0.00252528
8,0.00244083
9,0.00193367
10,0.00192764
11,0.00186182
12,0.00186007
13,0.00185617
14,0.00195207
15,0.00185503
16,0.00205588
17,0.00197416
18,0.00278772
19,0.00190325
20,0.0019056
21,0.00189353
22,0.00228353
23,0.00183118
24,0.0036944
25,0.00199889
26,0.00179455
27,0.00199055
28,0.00190792
29,0.00189103
30,0.00177168
31,0.0018357
32,0.00187844
33,0.00165844
34,0.00181214
35,0.00166592
36,0.00181067
37,0.00181126
38,0.00182161
39,0.00178997
40,0.00188761
41,0.00176743
42,0.00177525
43,0.00180037
44,0.00262377
45,0.00249128
46,0.00249669
47,0.00234136
48,0.00185215
49,0.00184244
50,0.00184299
51,0.00186569
52,0.00183847
53,0.00175892
54,0.00178692
55,0.00180828
56,0.00171137
57,0.00175358
58,0.0018443
59,0.00172555
60,0.00172376
61,0.00157899
62,0.00171771
63,0.00158904
64,0.00230902
65,0.00177369
66,0.00169379
67,0.00244109
68,0.00180453
69,0.00221196
70,0.00180435
71,0.00177856
72,0.00294779
73,0.0017854
74,0.00178859
75,0.0022196
76,0.00170407
77,0.00264682
78,0.00185063
79,0.00196729
80,0.00174197
81,0.00181093
82,0.0020733
83,0.00187941
84,0.00218512
85,0.00198408
86,0.00193837
87,0.00297428
88,0.00260329
89,0.00368645
90,0.0034077
91,0.00342691
92,0.00353545
93,0.00323851
94,0.00198538
95,0.00194816
96,0.00194807
97,0.00175385
98,0.00187973
99,0.00176424
100,0.00196714
101,0.00182952
102,0.00205724
103,0.0019422
104,0.003068
105,0.00241704
106,0.00194378
107,0.00243246
108,0.00238146
109,0.0018404
110,0.00251678
111,0.00190154
112,0.00209721
113,0.00200258
114,0.0031525
115,0.00199959
116,0.00204353
117,0.00325724
118,0.00298793
119,0.00185177
120,0.0017843
121,0.00184063
122,0.0017631
123,0.00203449
124,0.00176054
125,0.00175027
126,0.0019791
127,0.00176746
128,0.00178098
129,0.00182347
130,0.00190816
131,0.00176623
132,0.00186532
133,0.00182324
134,0.00246507
135,0.00190635
136,0.00233418
137,0.0017733
138,0.00187736
139,0.00175896
140,0.00272274
141,0.00265396
142,0.00218514
143,0.00287445
144,0.00177348
145,0.00345905
146,0.00366363
147,0.00184836
148,0.002862
149,0.0018826
150,0.00175795
151,0.00202879
152,0.00192943
153,0.00183428
154,0.00182557
155,0.00188026
156,0.00184551
157,0.00180415
158,0.0018813
159,0.0018505
160,0.00271863
161,0.0025501
162,0.00301807
163,0.00195588
164,0.00255361
165,0.00268604
166,0.00362351
167,0.00240368
168,0.00289588
169,0.00355821
170,0.00200443
171,0.00182451
172,0.00192015
173,0.00203927
174,0.0022544
175,0.00199231
176,0.00230345
177,0.00192206
178,0.00187182
179,0.0027512
180,0.00238604
181,0.00179438
182,0.00263995
183,0.00179881
184,0.00241938
185,0.00176776
186,0.0026787
187,0.00182614
188,0.00255544
189,0.00187519
190,0.00187398
191,0.00252186
192,0.00216575
193,0.00183881
194,0.00227534
195,0.00274983
196,0.00202405
197,0.0019946
198,0.00290566
199,0.00204473
200,0.00189833
201,0.00198662
202,0.00210696
203,0.00260345
204,0.00183845
205,0.00217491
206,0.00176077
207,0.00179272
208,0.00187235
209,0.00177353
210,0.0018076
211,0.00182863
212,0.00172998
213,0.00163395
214,0.00183894
215,0.00175952
216,0.00177505
217,0.00259883
218,0.00172201
219,0.00181972
220,0.00174539
221,0.00173716
222,0.0017264
223,0.00161683
224,0.00174437
225,0.00176059
226,0.00229394
227,0.00261756
228,0.00174366
229,0.00237549
230,0.00183217
231,0.00187291
232,0.00224498
233,0.0024463
234,0.00186784
235,0.00370312
236,0.00285166
237,0.00349155
238,0.0018933
239,0.00186563
240,0.00202905
241,0.00208369
242,0.00197166
243,0.00196444
244,0.0018411
245,0.00186724
246,0.00198124
247,0.00215399
248,0.00177587
249,0.00185063
250,0.00192102
251,0.00357473
252,0.00275858
253,0.00290861
254,0.00293428
255,0.0030118
256,0.00394689
257,0.00262684
258,0.00478215
259,0.00205798
260,0.00222503
261,0.00208845
262,0.00236689
263,0.00213526
264,0.00219476
265,0.00223661
266,0.00210459
267,0.00197674
268,0.0021275
269,0.00197358
270,0.00295046
271,0.00235047
272,0.00196928
273,0.00187763
274,0.00272225
275,0.00392454
276,0.00305251
277,0.00338742
278,0.00256734
279,0.00301982
280,0.00315324
281,0.0027419
282,0.00225456
283,0.00217032
284,0.00219207
285,0.00221178
286,0.00227246
287,0.00245026
288,0.00246273
289,0.00224137
290,0.00234903
291,0.00234489
292,0.00311685
293,0.002882
294,0.00305761
295,0.00290179
296,0.00238348
297,0.00293967
298,0.00342129
299,0.0037561
300,0.00298785
301,0.00335085
302,0.00262951
303,0.00249233
304,0.0024349
305,0.00253767
306,0.00264566
307,0.0024009
308,0.00245749
309,0.00244786
310,0.00249808
311,0.00255968
312,0.00255629
313,0.00229845
314,0.00233509
315,0.00433839
316,0.00406733
317,0.00393256
318,0.00410984
319,0.00372266
320,0.00417787
321,0.00382054
322,0.00361184
323,0.00461584
324,0.00426418
325,0.0047391
326,0.0041169
327,0.00444532
328,0.00414377
329,0.00411393
330,0.00439954
331,0.00445799
332,0.00360327
333,0.00345163
334,0.00465168
335,0.00487353
336,0.00511748
337,0.00445755
338,0.00422316
339,0.00454203
340,0.00473495
341,0.004033
342,0.00488054
343,0.00349417
344,0.0038682
345,0.0246512
346,0.00370451
347,0.00402653
348,0.00471574
349,0.00366818
350,0.00407381
351,0.00365589
352,0.00371822
353,0.00379663
354,0.00483911
355,0.0037203
356,0.004222
357,0.00440176
358,0.00370182
359,0.00364232
360,0.00312956
361,0.00338004
362,0.00463052
363,0.0037888
364,0.00390645
365,0.00377591
366,0.00375104
367,0.00399388
368,0.00375095
369,0.00329545
370,0.00366855
371,0.00370324
372,0.00367975
373,0.00403137
374,0.00329856
375,0.00372659
376,0.00332581
377,0.0038118
378,0.00430638
379,0.00434291
380,0.00394117
381,0.00425781
382,0.00421898
383,0.00398803
384,0.00365116
385,0.00402711
386,0.00396275
387,0.0040687
388,0.00417357
389,0.00532657
390,0.0040502
391,0.00395813
392,0.00384532
393,0.00441243
394,0.00438963
395,0.00387881
396,0.00427049
397,0.00375274
398,0.00388406
399,0.00324433
400,0.00334201
401,0.00339763
402,0.00337427
403,0.0034333
404,0.00315561
405,0.0029791
406,0.00413541
407,0.00329426
408,0.00284714
409,0.00350187
410,0.00395668
411,0.00335275
412,0.00328449
413,0.00451097
414,0.00343869
415,0.00373075
416,0.00435667
417,0.0034946
418,0.00427101
419,0.00472184
420,0.00444271
421,0.00447866
422,0.00463969
423,0.00441432
424,0.00439189
425,0.00417902
426,0.00320102
427,0.00410848
428,0.00400921
429,0.00400239
430,0.00365662
431,0.00404628
432,0.00523892
433,0.0045805
434,0.0050047
435,0.00452333
436,0.00578357
437,0.00382571
438,0.00376224
439,0.00394758
440,0.00439059
441,0.00396168
442,0.00405137
443,0.00387582
444,0.00454979
445,0.00426281
446,0.00486284
447,0.00517469
448,0.00468776
449,0.00459124
450,0.00505627
451,0.00560263
452,0.00569187
453,0.00487256
454,0.00552843
455,0.00529776
456,0.00537339
457,0.00464703
458,0.00454492
459,0.00492618
460,0.00479652
461,0.00444975
462,0.00433103
463,0.00536156
464,0.00509171
465,0.00479582
466,0.00490312
467,0.0051453
468,0.00437156
469,0.00540028
470,0.00669969
471,0.00513213
472,0.00560092
473,0.00564487
474,0.0051181
475,0.00499567
476,0.00462047
477,0.0044714
478,0.00496514
479,0.00456421
480,0.0046738
481,0.00526094
482,0.00410772
483,0.00482122
484,0.00507638
485,0.00507511
486,0.00444917
487,0.00474963
488,0.00849797
489,0.00643345
490,0.00597445
491,0.00548286
492,0.00517237
493,0.0041927
494,0.00439133
495,0.00461696
496,0.00446975
497,0.00496841
498,0.00469922
499,0.00474572
500,0.00451065
501,0.00436758
502,0.0052551
503,0.00458323
504,0.00407986
505,0.00661662
506,0.0051253
507,0.0053192
508,0.00461185
509,0.00397398
510,0.00424221
511,0.0235483
512,0.00388623
513,0.00425782
514,0.00446875
515,0.00465942
516,0.00376701
517,0.00403624
518,0.00400997
519,0.00455634
520,0.0042835
521,0.00421769
522,0.00440289
523,0.00386791
524,0.00414811
525,0.00426438
526,0.00443611
527,0.00445824
528,0.0048531
529,0.00518596
530,0.0052335
531,0.00451603
532,0.00420053
533,0.00434993
534,0.00466398
535,0.00407352
536,0.00407539
537,0.00397583
538,0.00470246
539,0.00368411
540,0.00381084
541,0.00422102
542,0.00407264
543,0.00553808
544,0.00561549
545,0.0051572
546,0.00471208
547,0.00444209
548,0.00468239
549,0.00468557
550,0.00431551
551,0.00460937
552,0.00353196
553,0.00358145
554,0.00385601
555,0.0042328
556,0.00403907
557,0.00352356
558,0.00354513
559,0.00440519
560,0.00420626
561,0.00422562
562,0.00367228
563,0.00372599
564,0.00384565
565,0.00333366
566,0.00341108
567,0.00332961
568,0.00328911
569,0.00365419
570,0.00640342
571,0.00564991
572,0.00597199
573,0.00473665
574,0.00363559
575,0.00354412
576,0.00385708
577,0.00368683
578,0.00395759
579,0.003788
580,0.00405304
581,0.00395727
582,0.00440525
583,0.00413329
584,0.00449388
585,0.00503539
586,0.00430671
587,0.00360064
588,0.00457684
589,0.00428144
590,0.00589223
591,0.00382105
592,0.00399602
593,0.00432666
594,0.00451534
595,0.00384684
596,0.0041718
597,0.00412094
598,0.0046738
599,0.00444379
600,0.00381642
601,0.00407168
602,0.00433286
603,0.00371989
604,0.00396954
605,0.00387529
606,0.00426583
607,0.00310661
608,0.00342877
609,0.00346884
610,0.00337282
611,0.0035285
612,0.00530674
613,0.00529031
614,0.0052463
615,0.00540012
616,0.00508045
617,0.00490798
618,0.0051375
619,0.0043355
620,0.00400192
621,0.00432796
622,0.00340816
623,0.00369653
624,0.00391631
625,0.00378819
626,0.00368495
627,0.00314989
628,0.00325452
629,0.00374723
630,0.00384766
631,0.0039014
632,0.0029805
633,0.00300127
634,0.00345107
635,0.00304628
636,0.00397294
637,0.00312897
638,0.00297698
639,0.00357171
640,0.00325592
641,0.00352344
642,0.0037494
643,0.00341474
644,0.00349488
645,0.00323238
646,0.00326603
647,0.00359083
648,0.00346209
649,0.00323704
650,0.00291235
651,0.00277842
652,0.00385774
653,0.00326419
654,0.00267828
655,0.00262739
656,0.00274803
657,0.00360719
658,0.00304022
659,0.00272026
660,0.0031409
661,0.00240184
662,0.00260281
663,0.00273155
664,0.00254006
665,0.0025184
666,0.00256797
667,0.00217962
668,0.00244368
669,0.00253525
670,0.00238927
671,0.00233478
672,0.00253717
673,0.00267996
674,0.00235128
675,0.00315834
676,0.00265902
677,0.00262884
678,0.00307104
679,0.00235851
680,0.00238092
681,0.00250845
682,0.00269884
683,0.00234971
684,0.00270813
685,0.00262049
686,0.00230818
687,0.0023082
688,0.00269089
689,0.00235736
690,0.00260751
691,0.00231673
692,0.00232
693,0.0025222
694,0.00225675
695,0.00254175
696,0.00233427
697,0.00235005
698,0.00234884
699,0.00308446
700,0.00257611
701,0.00241655
702,0.00255551
703,0.00252645
704,0.00224935
705,0.00225593
706,0.00225098
707,0.00223105
708,0.00255931
709,0.00245472
710,0.00245703
711,0.00223715
712,0.00252632
713,0.00245588
714,0.00221833
715,0.00346155
716,0.00278202
717,0.00362652
718,0.00529511
719,0.00542448
720,0.00525953
721,0.00527526
722,0.00483831
723,0.005018
724,0.00421481
725,0.0037415
726,0.00315217
727,0.00326651
728,0.00277518
