sequence,tracking,integration,raycasting,other
liv_traj_1,0.0104293166,0.0152489609,0.0542457921,0.0001223794000000042
liv_traj_2,0.0101665446,0.013740428,0.0495285068,0.00012503870000001027
fr1_desk,2.051e-07,0.009120839,0.0463613124,9.226050000000346e-05
fr1_room,1.917e-07,0.0105969233,0.0516647464,9.230749999999954e-05
fr1_plant,1.909e-07,0.0140449487,0.059666298,9.273029999998933e-05
fr3_long_office,0.0166054372,0.0153402599,0.0456705202,0.00012262929999998923
