sequence,tracking,integration,raycasting,other
liv_traj_1,0.0057730323,0.036409753,0.0834246464,0.0001259771000000076
liv_traj_2,0.0055368582,0.0331412794,0.0823376405,0.00012111069999999613
fr1_desk,1.971e-07,0.0169194,0.085939553,0.00013832669999999658
fr1_room,1.912e-07,0.0249662749,0.0882727953,0.0001235801000000064
fr1_plant,1.648e-07,0.038063987,0.119859019,0.00010399649999999483
fr3_long_office,0.0079795316,0.039025638,0.0686697078,0.00012096959999999268
