sequence,tracking,integration,raycasting,other
liv_traj_1,0.0103771005,0.0669760844,0.1148443289,0.00012310689999998903
liv_traj_2,0.0100620909,0.0531586306,0.110752766,0.000122040299999987
fr1_desk,1.77e-07,0.0225231565,0.1161753384,9.65214000000214e-05
fr1_room,1.662e-07,0.0286076602,0.131963746,9.334029999999438e-05
fr1_plant,1.683e-07,0.0554461418,0.1809597336,0.00010266850000001382
fr3_long_office,0.0148364456,0.0748697335,0.0992696197,0.000123624100000011
