sequence,tracking,integration,raycasting,other
liv_traj_1,0.0058563951,0.025043686,0.0334939205,0.00013189489999999165
liv_traj_2,0.0056423155,0.0224175191,0.0324034841,0.00013285639999999904
fr1_desk,1.929e-07,0.0148499935,0.0321094902,0.00012222829999999907
fr1_room,1.72e-07,0.0194595061,0.0333386039,0.00012507259999999798
fr1_plant,1.69e-07,0.0272724034,0.0381766658,0.00011666310000001123
fr3_long_office,0.0087593953,0.0289358951,0.029623755,0.0001267778000000018
